show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,semantic_tags
s2948,TV Show,Arrow,James Bamford,"Stephen Amell, Katie Cassidy, David Ramsey, Willa Holland, Paul Blackthorne, Emily Bett Rickards, John Barrowman, Colton Haynes, Susanna Thompson, Anna Hopkins, Juliana Harkavy, Adrian Holmes, Kathleen Gati, Echo Kellum, Rick Gonzalez, Dominic Bogart, Manu Bennett",United States,"February 5, 2020",2019,TV-14,8 Seasons,"Crime TV Shows, TV Action & Adventure","Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows.",james-bamford | bamford | stephen-amell | amell | katie-cassidy | cassidy | david-ramsey | ramsey | willa-holland | holland | paul-blackthorne | blackthorne | emily-bett-rickards | rickards | crime-tv-shows | tv-action-and-adventure | 2010s | modern | tv-show
s2949,TV Show,The Pharmacist,"Julia Willoughby Nason, Jenner Furst",,United States,"February 5, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries","After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis.",julia-willoughby-nason | nason | jenner-furst | furst | crime-tv-shows | docuseries | 2020s | recent | tv-show | family
s2950,Movie,Uppity: The Willy T. Ribbs Story,"Nate Adams, Adam Carolla",Willy T. Ribbs,United States,"February 5, 2020",2020,TV-MA,106 min,"Documentaries, Sports Movies","This documentary profiles a defiant driver who challenged racial barriers in American auto racing, becoming the first black man to race in the Indy 500.",nate-adams | adams | adam-carolla | carolla | willy-t.-ribbs | ribbs | documentaries | sports-movies | 2020s | recent | movie
s2951,Movie,Dragonheart: Vengeance,Ivan Silvestrini,"Joseph Millson, Jack Kane, Helena Bonham Carter, Arturo Muselli, Carolina Carlsson, Tam Williams, Richard Ashton, Ross O'Hennessy, Cameron Jack, Fabienne Piolini-Castle",United States,"February 4, 2020",2020,PG-13,97 min,"Action & Adventure, Sci-Fi & Fantasy","When his family is slain by vicious savages, a young farmer teams with an ice-breathing dragon and sword-wielding mercenary to avenge their deaths.",ivan-silvestrini | silvestrini | joseph-millson | millson | jack-kane | kane | helena-bonham-carter | carter | arturo-muselli | muselli | carolina-carlsson | carlsson | tam-williams | williams | action-and-adventure | sci-fi-and-fantasy | 2020s | recent | movie | family
s2953,Movie,Tom Papa: You're Doing Great!,Gregory Jacobs,Tom Papa,United States,"February 4, 2020",2020,TV-14,60 min,Stand-Up Comedy,"Comedian Tom Papa takes on body image issues, social media, pets, Staten Island, the ""old days"" and more in a special from his home state of New Jersey.",gregory-jacobs | jacobs | tom-papa | papa | stand-up-comedy | 2020s | recent | movie
s2954,TV Show,Team Kaylie,,"Bryana Salaz, Alison Fernandez, Symera Jackson, Elie Samouhi, Kai Calhoun, Eliza Pryor, Rosa Blasi, Nicole Sullivan, David Gridley",United States,"February 3, 2020",2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies","After a brush with the law, teen celebrity Kaylie Konrad swaps social stardom for court-ordered chaos as a middle school wilderness club leader.",bryana-salaz | salaz | alison-fernandez | fernandez | symera-jackson | jackson | elie-samouhi | samouhi | kai-calhoun | calhoun | eliza-pryor | pryor | kids'-tv | tv-comedies | 2020s | recent | tv-show
s2955,Movie,Thambi,Jeethu Joseph,"Jyothika, Sathyaraj, Karthi, Showkar Janaki, Nikhila Vimal, Havarasu, Anson Paul",India,"February 3, 2020",2019,TV-14,148 min,"International Movies, Thrillers","As a tip leads a local politician to his long-estranged son, his daughter has doubts about whether the young man is truly family or just an impostor.",jeethu-joseph | joseph | jyothika | sathyaraj | karthi | showkar-janaki | janaki | nikhila-vimal | vimal | havarasu | international-movies | thrillers | 2010s | modern | movie | family
s2956,Movie,The Silent War,Alfonso CortÃ©s-Cavanillas,"Asier Etxeandia, Marian Ãlvarez, Hugo Silva, Aitor Luna, Imanol Arias, Olimpia Melinte, Ruth DÃ­az, Jorge Basanta, Stephanie Gil, Roberto Bonacini",Spain,"February 3, 2020",2020,TV-MA,122 min,"Dramas, International Movies, Thrillers","Alluding to ""For Whom the Bell Tolls,"" this drama follows a fugitive guerrilla, deaf after an explosion, as he tries to survive in 1944 northern Spain.",alfonso-cortã©s-cavanillas | cortã©s-cavanillas | asier-etxeandia | etxeandia | marian-ãlvarez | ãlvarez | hugo-silva | silva | aitor-luna | luna | imanol-arias | arias | olimpia-melinte | melinte | dramas | international-movies | thrillers | 2020s | recent | movie
s2958,Movie,Hum Aapke Hain Koun,Sooraj R. Barjatya,"Madhuri Dixit, Salman Khan, Mohnish Bahl, Renuka Shahane, Anupam Kher, Reema Lagoo, Alok Nath, Bindu",India,"February 1, 2020",1994,TV-14,193 min,"Classic Movies, Dramas, International Movies","Although Nisha falls for Prem, she agrees to marry his older brother for the good of their families. But fate may have other plans for the lovebirds.",sooraj-r.-barjatya | barjatya | madhuri-dixit | dixit | salman-khan | khan | mohnish-bahl | bahl | renuka-shahane | shahane | anupam-kher | kher | reema-lagoo | lagoo | classic-movies | dramas | international-movies | 1990s | classic | movie
s2959,TV Show,Is It Wrong to Try to Pick Up Girls in a Dungeon?,,"Yoshitsugu Matsuoka, Inori Minase, Saori Onishi, Maaya Uchida, Haruka Tomatsu, Shizuka Ishigami, Yoko Hikasa, Yurika Kubo, Nobuhiko Okamoto, Saori Hayami, Yoshimasa Hosoya, Chinatsu Akasaki, Akeno Watanabe, Haruka Chisuga, Wakana Kowaka, Ayumi Mano, Kenn, Ryota Osaka",Japan,"February 1, 2020",2015,TV-MA,1 Season,"Anime Series, International TV Shows","Lovable goof Bell Cranel wants an adventure, and when he meets the diminutive goddess Hestia, he gets much more than he bargained for.",yoshitsugu-matsuoka | matsuoka | inori-minase | minase | saori-onishi | onishi | maaya-uchida | uchida | haruka-tomatsu | tomatsu | shizuka-ishigami | ishigami | anime-series | international-tv-shows | 2010s | modern | tv-show
s2960,TV Show,Itaewon Class,,"Park Seo-joon, Kim Da-mi, Yu Jae-myeong, Kwon Na-ra, Kim Dong-hee, Ahn Bo-hyun, Kim Hye-eun, Ryu Gyeong-su, Lee Joo-young, Chris Lyon",South Korea,"February 1, 2020",2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.",park-seo-joon | seo-joon | kim-da-mi | da-mi | yu-jae-myeong | jae-myeong | kwon-na-ra | na-ra | kim-dong-hee | dong-hee | ahn-bo-hyun | bo-hyun | international-tv-shows | korean-tv-shows | tv-dramas | 2020s | recent | tv-show | friendship | action
s2961,Movie,Justice,Richard Gabai,"Nathan Parsons, Jamie-Lynn Sigler, Ellen Hollman, John Lewis, Niko Foster, Quinton Aaron, Jackson Rathbone, Robert Carradine, Lesley-Anne Down, Stephen Lang",United States,"February 1, 2020",2017,R,92 min,Movies,"A U.S. Marshal arrives at a small town in Nevada, only to learn that his preacher brother is dead after standing up to the town's mayor and outlaws.",richard-gabai | gabai | nathan-parsons | parsons | jamie-lynn-sigler | sigler | ellen-hollman | hollman | john-lewis | lewis | niko-foster | foster | quinton-aaron | aaron | movies | 2010s | modern | movie
s2963,TV Show,Miraculous: Tales of Ladybug & Cat Noir,Thomas Astruc,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen, Stephanie Sheh, AndrÃ© Gordon, Matthew Mercer, Christopher Corey Smith, Philece Sampler, Selah Victor, Marieve Herington, Ben Diskin, Kira Buckland, Erin Fitzgerald, Grant George, Ethan Murray, David Roach, Todd Haberkorn","France, South Korea, Japan, United States","February 1, 2020",2019,TV-Y7,5 Seasons,"Kids' TV, TV Action & Adventure","When Paris is in peril, Marinette becomes Ladybug. Little does she know, her school crush Adrien is actually Cat Noir, another city-saving superhero.",thomas-astruc | astruc | cristina-vee | vee | bryce-papenbrook | papenbrook | keith-silverstein | silverstein | mela-lee | lee | max-mittelman | mittelman | carrie-keranen | keranen | kids'-tv | tv-action-and-adventure | 2010s | modern | tv-show
s2964,Movie,Misfit 2,Erwin van den Eshof,"Djamila, Niek Roozen, Bente Fokkens, Jolijn Henneman, Fenna Ramos, Jill Schirnhofer, Donny Roelvink, DÃ©fano Holwijn",Netherlands,"February 1, 2020",2019,TV-G,82 min,"Children & Family Movies, Comedies, International Movies","When her boyfriend abruptly transfers schools, a gifted musician must pair up with an archrival to battle him in a student music competition.",erwin-van-den-eshof | eshof | djamila | niek-roozen | roozen | bente-fokkens | fokkens | jolijn-henneman | henneman | fenna-ramos | ramos | jill-schirnhofer | schirnhofer | children-and-family-movies | comedies | international-movies | 2010s | modern | movie | friendship
s2965,Movie,Night on Earth: Shot in the Dark,,Samira Wiley,United Kingdom,"February 1, 2020",2020,TV-PG,59 min,Movies,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.",samira-wiley | wiley | movies | 2020s | recent | movie
s2966,TV Show,No Game No Life,,"Yoshitsugu Matsuoka, Ai Kayano, Yoko Hikasa, Yukari Tamura, Yuka Iguchi, Mamiko Noto, Miyuki Sawashiro, Rie Kugimiya, Mugihito, Naomi Shindo",Japan,"February 1, 2020",2014,TV-MA,1 Season,"Anime Series, International TV Shows",Legendary gamer siblings Sora and Shiro are transported to a world where life is a series of games and humanity is in grave danger of extinction.,yoshitsugu-matsuoka | matsuoka | ai-kayano | kayano | yoko-hikasa | hikasa | yukari-tamura | tamura | yuka-iguchi | iguchi | mamiko-noto | noto | anime-series | international-tv-shows | 2010s | modern | tv-show
s2967,TV Show,Pop Team Epic,,,Japan,"February 1, 2020",2018,TV-14,1 Season,"Anime Series, International TV Shows",This animated adaptation of the quirky four-panel comic brings the random exploits of Popuko and Pipimi to life.,anime-series | international-tv-shows | 2010s | modern | tv-show
s2968,TV Show,Shopkins,,Kate Murphy,United States,"February 1, 2020",2014,TV-Y,1 Season,Kids' TV,"Tiny grocery store items come to life as the Shopkins, who have fun adventures with each other at Small Mart and the magical town called Shopville.",kate-murphy | murphy | kids'-tv | 2010s | modern | tv-show
s2969,Movie,The Car: Road to Revenge,G.J. Echternkamp,"Grant Bowler, Kathleen Munroe, Martin Hancock, Micah Balfour, Burt Grinstead, Nina Bergman, Jamie Bamber, Ronny Cox",United States,"February 1, 2020",2019,TV-MA,89 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","Trying to uphold justice in a lawless future, a D.A. is slain by cyberpunks but a supernatural twist sends his car on a bloody quest for revenge.",g.j.-echternkamp | echternkamp | grant-bowler | bowler | kathleen-munroe | munroe | martin-hancock | hancock | micah-balfour | balfour | burt-grinstead | grinstead | nina-bergman | bergman | action-and-adventure | horror-movies | sci-fi-and-fantasy | 2010s | modern | movie
s2970,Movie,Together For Eternity,Sooraj R. Barjatya,"Salman Khan, Karisma Kapoor, Saif Ali Khan, Tabu, Sonali Bendre, Mohnish Bahl, Reema Lagoo, Mahesh Thakur, Neelam, Alok Nath",India,"February 1, 2020",1999,TV-G,176 min,"Dramas, International Movies, Music & Musicals","A scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune, creating a division within the clan.",sooraj-r.-barjatya | barjatya | salman-khan | khan | karisma-kapoor | kapoor | saif-ali-khan | tabu | sonali-bendre | bendre | mohnish-bahl | bahl | dramas | international-movies | music-and-musicals | 1990s | classic | movie | family
s2971,Movie,37 Seconds,Hikari,"Mei Kayama, Misuzu Kanno, Shunsuke Daitoh, Makiko Watanabe, Yoshihiko Kumashino, Minori Hagiwara, Shohei Uno, Yuka Itaya, Kiyohiko Shibukawa, Eita Okuno, Haruka Imou, Toshinori Omi",Japan,"January 31, 2020",2020,TV-MA,116 min,"Dramas, International Movies","Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation.",hikari | mei-kayama | kayama | misuzu-kanno | kanno | shunsuke-daitoh | daitoh | makiko-watanabe | watanabe | yoshihiko-kumashino | kumashino | minori-hagiwara | hagiwara | dramas | international-movies | 2020s | recent | movie | family
s2972,TV Show,Diablero,,"Christopher Von Uckermann, Horacio GarcÃ­a Rojas, Gisselle Kuri, FÃ¡tima Molina, Dolores Heredia, Humberto Busto, Quetzalli CortÃ©s, Alexa Martin, Flavio Medina, Dulce Neri, Mariana Botas",Mexico,"January 31, 2020",2020,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","When a young girl goes missing in a big city, a desperate priest joins a demon hunter and his motley crew on an otherworldly mission to find her.",christopher-von-uckermann | uckermann | horacio-garcã­a-rojas | rojas | gisselle-kuri | kuri | fã¡tima-molina | molina | dolores-heredia | heredia | humberto-busto | busto | international-tv-shows | spanish-language-tv-shows | tv-action-and-adventure | 2020s | recent | tv-show
s2973,Movie,Gang of the Caribbean,Jean-Claude Flamand-Barny,"DjÃ©djÃ© Apali, Eriq Ebouaney, Adama Niane, Vincent Vermignon, Djibril PavadÃ©, Zita Hanrot, Karim Belkhadra, Lise Lomi, ZoÃ© Charron, Jocelyne BÃ©roard, Julien Courbey, Lucien Jean-Baptiste, Romane Bohringer, Mathieu Kassovitz",France,"January 31, 2020",2016,TV-MA,86 min,"Dramas, International Movies","Disillusioned by life in 1970s France, a West Indian expatriate named Jimmy joins a gang of idealistic robbers, but betrayal and violence soon follow.",jean-claude-flamand-barny | flamand-barny | djã©djã©-apali | apali | eriq-ebouaney | ebouaney | adama-niane | niane | vincent-vermignon | vermignon | djibril-pavadã© | pavadã© | zita-hanrot | hanrot | dramas | international-movies | 2010s | modern | movie
s2974,Movie,Hakkunde,Oluseyi Asurf,"Frank Donga, Rahama Sadau, Ali Nuhu, Toyin Aimakhu, Tunbosun Aiyedehin, Maryam Booth, Ahaji Issa Bello, Adebukola, Bukky Ajayi, Ibrahim Daddy, Seyilaw, Tomiwa Kukoyi",Nigeria,"January 31, 2020",2017,TV-14,93 min,"Comedies, Dramas, Independent Movies",A perpetually unemployed graduate desperately leaves his city for a potential opportunity until a roadblock threatens to derail his chance at a career.,oluseyi-asurf | asurf | frank-donga | donga | rahama-sadau | sadau | ali-nuhu | nuhu | toyin-aimakhu | aimakhu | tunbosun-aiyedehin | aiyedehin | maryam-booth | booth | comedies | dramas | independent-movies | 2010s | modern | movie
s2975,TV Show,Luna Nera,,"Antonia Fotaras, Giorgio Belli, Manuela Mandracchia, Roberto De Francesco, Federica Fracassi, Lucrezia Guidone, Adalgisa Manfrida, Giada Gagliardi, Giandomenico Cupaiuolo, Gloria Carovana, Filippo Scotti",Italy,"January 31, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft.",antonia-fotaras | fotaras | giorgio-belli | belli | manuela-mandracchia | mandracchia | roberto-de-francesco | francesco | federica-fracassi | fracassi | lucrezia-guidone | guidone | international-tv-shows | romantic-tv-shows | tv-dramas | 2020s | recent | tv-show | family | friendship
s2977,TV Show,Unauthorized Living,,"JosÃ© Coronado, Ãlex GonzÃ¡lez, Claudia Traisac, LuÃ­s Zahera, Pilar Castro, Ãlex Monner, Giulia Charm, Unax Ugalde, Ricardo GÃ³mez, Ledicia Sola, Leonor Watling, Patrick Criado, Xabier Deive, Camila Bossa, MarÃ­a Guinea, Ãdgar Vittorino, Javier Abad, Daniel CurrÃ¡s, Mercedes Castro, Paula Morado, Paula Pier, Carmela Martins, Denis GÃ³mez, Miguel Borines, Ana Villagrasa, Xavier EstÃ©vez, Carlos HipÃ³lito",Spain,"January 31, 2020",2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.",josã©-coronado | coronado | ãlex-gonzã¡lez | gonzã¡lez | claudia-traisac | traisac | luã­s-zahera | zahera | pilar-castro | castro | ãlex-monner | monner | crime-tv-shows | international-tv-shows | spanish-language-tv-shows | 2020s | recent | tv-show
